# 기조 절의 항목 — 사람이 원문을 보고 옮겨 적는다.
#
# ordinal 은 **문서에 인쇄된 번호** 다. 우리가 계산한 값이 아니다(스펙 §1).
# ordinalSource 는 그 번호를 어느 절에서 가져왔는지다:
#   기조절  — 「외교정책 기조」 절 안에 번호(또는 서수 낱말·글머리 기호)가 있다
#   시책절  — 기조 절이 산문이라 번호가 없어, 같은 항목을 번호로 받은 「주요 외교시책」 절에서 가져왔다
# 두 절이 1:1로 대응하는지는 사람이 해마다 확인한다.
#
# quote 는 원문 그대로여야 한다. verify.py 가 text/<연도>.txt 와 글자 단위로
# 대조하고, 하나라도 어긋나면 빌드를 멈춘다.
# 원문 중간에 쪽 머리글이 끼어드는 자리는 (…) 로 끊는다 — 생략 표시이자
# '여기서 쪽이 넘어간다'는 기록이다.
#
# flags: title-lost | from-preface | partial | ocr | lead-only
#
id	coverageYear	ordinal	ordinalSource	title	quote	stream	srcEdition	srcChapter	srcSection	srcPage	flags
2012-1	2012	1	기조절	국민이 신뢰할 수 있는 안보외교	정부는 한반도 정세의 안정적 관리를 최우선 정책목표로 설정하고, 주변 주요국 및 국제사회와의 긴밀한 공조하에 북한 비핵화의 실질적 진전 확보, 북한 도발 억제 및 북한 정권의 진정한 태도변화 유도를 위한 노력을 적극 경주하였다.	peninsula	2013 외교백서	1	2	21	
2012-2	2012	2	기조절	세계공영에 기여하는 외교	정부는 2010년 서울 G20 정상회의 및 2011년 부산 세계개발원조총회의 성공적 개최에 이어 2012년에도 글로벌 현안에 대한 관리 및 해결과정에 주도적으로 참여함으로써 세계 평화와 발전에 기여하고, 국제사회 내 우리나라의 위상과 역할을 더욱 높였다.	global-role	2013 외교백서	1	2	23	
2012-3	2012	3	기조절	미래성장동력을 확보하는 외교	정부는 세계금융위기, 유로존 위기 등으로 인한 세계적 경기 둔화에 능동적으로 대응하고 미래성장동력을 확보하기 위하여 FTA를 통한 일자리 창출, 녹색성장 외교 추진기반 마련, 우리기업의 신흥시장 진출 지원 확대, 자원부국들과의 에너지·자원 협력 강화 등 전방위적 노력을 기울였다.	economy	2013 외교백서	1	2	23	
2012-4	2012	4	기조절	국민에게 봉사하는 외교	정부는 우리 국민들의 해외진출 지원과 재외동포들의 권익 증진을 위해 노력을 기울이는 한편, 뉴미디어 활용을 통해 국민과의 소통을 강화하였다.	overseas-koreans	2013 외교백서	1	2	24	
2014-1	2014	1	기조절	평화통일 신뢰외교	'국민과 함께하는 신뢰외교' 기조 아래 ▲평화통일 신뢰외교 ▲한·미 동맹과 한·중 전략적 협력동반자 관계의 조화 및 발전 ▲세계평화와 발전에 기여하는 책임 있는 중견국 실현 ▲재외국민 안전·권익 보호와 공공외교 확대	peninsula	2015 외교백서	1	2		lead-only
2014-2	2014	2	기조절	한·미 동맹과 한·중 전략적 협력동반자 관계의 조화 및 발전	'국민과 함께하는 신뢰외교' 기조 아래 ▲평화통일 신뢰외교 ▲한·미 동맹과 한·중 전략적 협력동반자 관계의 조화 및 발전 ▲세계평화와 발전에 기여하는 책임 있는 중견국 실현 ▲재외국민 안전·권익 보호와 공공외교 확대	neighbors	2015 외교백서	1	2		lead-only
2014-3	2014	3	기조절	세계평화와 발전에 기여하는 책임 있는 중견국 실현	'국민과 함께하는 신뢰외교' 기조 아래 ▲평화통일 신뢰외교 ▲한·미 동맹과 한·중 전략적 협력동반자 관계의 조화 및 발전 ▲세계평화와 발전에 기여하는 책임 있는 중견국 실현 ▲재외국민 안전·권익 보호와 공공외교 확대	global-role	2015 외교백서	1	2		lead-only
2014-4	2014	4	기조절	재외국민 안전·권익 보호와 공공외교 확대	'국민과 함께하는 신뢰외교' 기조 아래 ▲평화통일 신뢰외교 ▲한·미 동맹과 한·중 전략적 협력동반자 관계의 조화 및 발전 ▲세계평화와 발전에 기여하는 책임 있는 중견국 실현 ▲재외국민 안전·권익 보호와 공공외교 확대	overseas-koreans	2015 외교백서	1	2		lead-only
2014-5	2014	5	기조절	경제외교를 통한 경제부흥 선도	▲경제외교를 통한 경제부흥 선도 등 5개 추진 과제를 설정하고 다음과 같은 외교정책을 추진하였다.	economy	2015 외교백서	1	2	24	lead-only
2015-1	2015	1	기조절	전략적 로드맵에 따른 주변국 외교	우리 정부는 ▲전략적 로드맵에 따른 주변국 외교 ▲북핵 등 북한 문제 진전을 위한 동력 강화 ▲능동적 다자외교 전개 및 글로벌 네트워크 확대 ▲성장동력 부여 및 일자리 창출을 위한 경제외교 ▲선진형 재외국민 안전시스템 구축 ▲공공외교의 새로운 지평 개척 등의 기조 아래 다음과 같은 외교정책을 추진했다.	neighbors	2016 외교백서	1	2	24	lead-only
2015-2	2015	2	기조절	북핵 등 북한 문제 진전을 위한 동력 강화	우리 정부는 ▲전략적 로드맵에 따른 주변국 외교 ▲북핵 등 북한 문제 진전을 위한 동력 강화 ▲능동적 다자외교 전개 및 글로벌 네트워크 확대 ▲성장동력 부여 및 일자리 창출을 위한 경제외교 ▲선진형 재외국민 안전시스템 구축 ▲공공외교의 새로운 지평 개척 등의 기조 아래 다음과 같은 외교정책을 추진했다.	peninsula	2016 외교백서	1	2	24	lead-only
2015-3	2015	3	기조절	능동적 다자외교 전개 및 글로벌 네트워크 확대	우리 정부는 ▲전략적 로드맵에 따른 주변국 외교 ▲북핵 등 북한 문제 진전을 위한 동력 강화 ▲능동적 다자외교 전개 및 글로벌 네트워크 확대 ▲성장동력 부여 및 일자리 창출을 위한 경제외교 ▲선진형 재외국민 안전시스템 구축 ▲공공외교의 새로운 지평 개척 등의 기조 아래 다음과 같은 외교정책을 추진했다.	global-role	2016 외교백서	1	2	24	lead-only
2015-4	2015	4	기조절	성장동력 부여 및 일자리 창출을 위한 경제외교	우리 정부는 ▲전략적 로드맵에 따른 주변국 외교 ▲북핵 등 북한 문제 진전을 위한 동력 강화 ▲능동적 다자외교 전개 및 글로벌 네트워크 확대 ▲성장동력 부여 및 일자리 창출을 위한 경제외교 ▲선진형 재외국민 안전시스템 구축 ▲공공외교의 새로운 지평 개척 등의 기조 아래 다음과 같은 외교정책을 추진했다.	economy	2016 외교백서	1	2	24	lead-only
2015-5	2015	5	기조절	선진형 재외국민 안전시스템 구축	우리 정부는 ▲전략적 로드맵에 따른 주변국 외교 ▲북핵 등 북한 문제 진전을 위한 동력 강화 ▲능동적 다자외교 전개 및 글로벌 네트워크 확대 ▲성장동력 부여 및 일자리 창출을 위한 경제외교 ▲선진형 재외국민 안전시스템 구축 ▲공공외교의 새로운 지평 개척 등의 기조 아래 다음과 같은 외교정책을 추진했다.	overseas-koreans	2016 외교백서	1	2	24	lead-only
2015-6	2015	6	기조절	공공외교의 새로운 지평 개척	우리 정부는 ▲전략적 로드맵에 따른 주변국 외교 ▲북핵 등 북한 문제 진전을 위한 동력 강화 ▲능동적 다자외교 전개 및 글로벌 네트워크 확대 ▲성장동력 부여 및 일자리 창출을 위한 경제외교 ▲선진형 재외국민 안전시스템 구축 ▲공공외교의 새로운 지평 개척 등의 기조 아래 다음과 같은 외교정책을 추진했다.	public-diplomacy	2016 외교백서	1	2	24	lead-only
2017-1	2017	1	기조절	주변 4국과 정상외교 공백 복원	우리 정부는 쇼주변 4국과 정상외교 공백 복원 쇼한반도 평화와 안정을 위한 동력 확보 쇼신남방·신북방정책 등 외교 다변화 추진을 통한 외교지평 확대 쇼국제사회 내 역할 확대 및 위상 제고 쇼국민과 함께하는 외교라는 주요 기조 아래 외교정책을 추진하였다.	neighbors	2018 외교백서	1	2	18	lead-only;ocr
2017-2	2017	2	기조절	한반도 평화와 안정을 위한 동력 확보	우리 정부는 쇼주변 4국과 정상외교 공백 복원 쇼한반도 평화와 안정을 위한 동력 확보 쇼신남방·신북방정책 등 외교 다변화 추진을 통한 외교지평 확대 쇼국제사회 내 역할 확대 및 위상 제고 쇼국민과 함께하는 외교라는 주요 기조 아래 외교정책을 추진하였다.	peninsula	2018 외교백서	1	2	18	lead-only;ocr
2017-3	2017	3	기조절	신남방·신북방정책 등 외교 다변화 추진을 통한 외교지평 확대	우리 정부는 쇼주변 4국과 정상외교 공백 복원 쇼한반도 평화와 안정을 위한 동력 확보 쇼신남방·신북방정책 등 외교 다변화 추진을 통한 외교지평 확대 쇼국제사회 내 역할 확대 및 위상 제고 쇼국민과 함께하는 외교라는 주요 기조 아래 외교정책을 추진하였다.	regional	2018 외교백서	1	2	18	lead-only;ocr
2017-4	2017	4	기조절	국제사회 내 역할 확대 및 위상 제고	우리 정부는 쇼주변 4국과 정상외교 공백 복원 쇼한반도 평화와 안정을 위한 동력 확보 쇼신남방·신북방정책 등 외교 다변화 추진을 통한 외교지평 확대 쇼국제사회 내 역할 확대 및 위상 제고 쇼국민과 함께하는 외교라는 주요 기조 아래 외교정책을 추진하였다.	global-role	2018 외교백서	1	2	18	lead-only;ocr
2017-5	2017	5	기조절	국민과 함께하는 외교	우리 정부는 쇼주변 4국과 정상외교 공백 복원 쇼한반도 평화와 안정을 위한 동력 확보 쇼신남방·신북방정책 등 외교 다변화 추진을 통한 외교지평 확대 쇼국제사회 내 역할 확대 및 위상 제고 쇼국민과 함께하는 외교라는 주요 기조 아래 외교정책을 추진하였다.	public-diplomacy	2018 외교백서	1	2	18	lead-only;ocr
2018-1	2018	1	기조절	한반도 평화프로세스 진전	2017년까지 북한의 핵실험과 탄도미사일 발사 등 도발이 계속됐으나 2018년 우리 정부의 주도적인 노력하에 평창동계올림픽을 기점으로 한반도 정세가 크게 진전돼 한반도의 완전한 비핵화와 항구적 평화정착을 위한 역사적 전기가 마련됐다.	peninsula	2019 외교백서	1	2	19	
2018-2	2018	2	기조절	주변 4국과 협력외교 강화	문재인 정부는 2017년 5월 출범 직후 탄핵 정국에 따른 정상외교 공백을 신속히 복원했으며 2018년에는 미국, 일본, 중국, 러시아 등 주변 4국과 활발하게 진행된 정상외교를 통해 협력관계를 강화했다.	neighbors	2019 외교백서	1	2	20	
2018-3	2018	3	기조절	외교 다변화	한반도와 동북아의 안보 상황이 급박하게 돌아가는 환경 속에서도 우리 정부는 외교 활동의 지역적 범주를 동북아에 국한하지 않고 여타 지역으로 확대하기 위한 노력을 지속했다.	regional	2019 외교백서	1	2	21	
2018-4	2018	4	기조절	국민과 함께하는 외교 실현	우리 정부는 외교정책의 궁극적 목표가 국익이어야 하며 국익과 국민은 불가분의 관계라는 인식하에 우리 국민 보호와 국민과 소통 강화에 힘을 쏟았다.	overseas-koreans	2019 외교백서	1	2	22	
2019-1	2019	1	기조절	실질적인 비핵화 진전	실질적인 비핵화 진전	peninsula	2020 외교백서	1	2	19	heading-only;ocr
2019-2	2019	2	기조절	주변 4국과의 당당한 협력외교	주변 4국과의 당당한 협력외교	neighbors	2020 외교백서	1	2	20	heading-only;ocr
2019-3	2019	3	기조절	외교 다변화 본격 구현	우리 외교 공간 확대 및 협력국가 다변화를 위한 노력도 지속됐다.	regional	2020 외교백서	1	2	21	ocr
2019-4	2019	4	기조절	국민의 삶에 기여하는 외교 실현	우리 정부는 국민·국익 중심의 외교를 실현하기 위해 국민의 안전과 보호, 국민과 소통 강화를 위해 다양한 노력을 기울였다.	overseas-koreans	2020 외교백서	1	2		ocr
2020-1	2020	1	기조절	우리 국민의 생명과 안전 보호	지역별 공관장회의를 수시로 개최하고, 우리 국민 안전을 최우선으로 해 주재국 정부와 긴밀히 소통하며 우리 국민 보호를 위해 최선을 다해 줄 것을 당부했다.	overseas-koreans	2021 외교백서	1	2	35	
2020-2	2020	2	기조절	한반도의 완전한 비핵화 및 항구적 평화정착 달성	코로나19로 인해 북한이 국경을 봉쇄하고, 대면 협의 등 주요국과의 적극적인 외교활동이 제한되면서 우리의 한반도 평화프로세스 추진 노력도 영향을 받았다.	peninsula	2021 외교백서	1	2	22	
2020-3	2020	3	기조절	주변 4국과 역내 협력 증진	정부는 코로나19 확산 등 어려운 여건에서도 대면·비대면 외교를 통해 주변 4국과 전략적 소통을 유지하며 코로나19 대응 및 보건·방역, 경제협력 등 관련 협력을 강화했다.	neighbors	2021 외교백서	1	2	23	
2020-4	2020	4	기조절	우리 외교의 지평을 넓히는 외교 다변화	문재인 정부 출범 이후부터 중점적으로 추진해 온 외교 다변화 노력은 코로나19 상황에서도 가시적인 성과를 거두며 협력 수준의 고도화를 달성했다.	regional	2021 외교백서	1	2	24	
2020-5	2020	5	기조절	국제사회의 연대와 협력을 결집하는 선도적 다자 외교	우리 정부는 인류 공통의 과제인 코로나19에 맞서 국제사회의 연대와 협력이 결집될 수 있도록 선도적인 다자 외교를 적극 전개했다.	global-role	2021 외교백서	1	2	25	
2022-1	2022	1	기조절	북한 비핵화 및 북한인권 개선 추진	윤석열 정부는 원칙에 따라 일관성 있게 북한 비핵화를 추진하기 위해 정부 출범 직후부터 비핵화 로드맵 성안에 착수하였다.	peninsula	2022년도 국제정세와 외교활동	1	2		
2022-2	2022	2	기조절	공동 가치·이익 기반 동맹 및 주변국 외교 전개	윤석열 정부는 출범 직후 활발한 정상외교 및 전략적 소통을 통해 역대 최고 수준의 한·미관계 구축, 신뢰회복을 통한 한·일관계 복원 여건 조성, 한·미·일 협력 강화 모멘텀 형성, 새로운 한·중 협력 시대 구축을 위한 공감대 마련, 국제규범에 기반한 한·러관계의 안정적 관리를 위한 노력을 경주했다.	neighbors	2022년도 국제정세와 외교활동	1	2		
2022-3	2022	3	기조절	외교지평 확대 및 지역별 파트너십 강화	정부는 외교활동의 지역적 범주를 동북아에 국한하지 않고 외교 외연 확장과 다변화를 지향하였다.	regional	2022년도 국제정세와 외교활동	1	2		
2022-4	2022	4	기조절	국제연대와 협력을 통한 글로벌 중추국가 역할 강화	윤석열 대통령은 2022년 9월 제77차 유엔총회 일반토의 기조연설을 통해 자유, 인권, 법치의 보편적 가치와 규범을 기반으로 한 국제질서의 수호를 위해 국가 간 협력과 국제 연대를 선도해 나가겠다는 의지를 표명하였다.	global-role	2022년도 국제정세와 외교활동	1	2		
2022-5	2022	5	기조절	경제안보·세일즈 외교 및 과학기술외교 전개	정부는 지정학적 갈등, 우크라이나 사태, 공급망, 기후변화, 디지털 전환 등 역내 공동 과제에 대응하고, 역내 공급망 안정화 및 다변화를 위한 국제 논의에 적극 참여했다.	economy	2022년도 국제정세와 외교활동	1	2		
2022-6	2022	6	기조절	재외국민보호 역량 및 재외동포 권익 신장	정부는 재외국민보호 역량 강화를 위해 인력과 예산을 확충하고 재외공관의 재외국민 보호 대응 태세를 강화하였다.	overseas-koreans	2022년도 국제정세와 외교활동	1	2		
2023-1	2023	1	기조절	북핵·북한 문제 관련 국제공조 강화	1. 북핵·북한 문제 관련 국제공조 강화	peninsula	2023년도 국제정세와 외교활동	1	2		heading-only
2023-2	2023	2	기조절	주변국 관계의 전략적 관리	윤석열 정부는 한·미 글로벌 포괄적 전략동맹의 강화, 한·일관계의 복원, 상호존중·호혜·공동이익에 기반한 한중관계 발전, 러시아와의 관계 관리 등을 위한 노력을 경주하였다.	neighbors	2023년도 국제정세와 외교활동	1	2	25	
2023-3	2023	3	기조절	인도·태평양 지역의 자유·평화·번영에 기여	2023년은 우리 외교 최초의 포괄적 지역전략인 인도-태평양 전략을 구체적으로 이행하는 원년이었다.	regional	2023년도 국제정세와 외교활동	1	2	26	
2023-4	2023	4	기조절	함께 번영하는 지역별 협력 네트워크 심화	2023년은 자유, 민주주의, 인권 등 가치를 공유하는 우방국인 유럽국가들과 파트너십 및 실질협력을 강화하는 이정표를 세운 해였다.	regional	2023년도 국제정세와 외교활동	1	2		
2023-5	2023	5	기조절	능동적 경제안보·과학기술·세일즈 외교	정부는 글로벌 복합위기 시대 경제는 안보, 안보는 곧 경제라는 인식하에 불확실성을 줄이고, 대외 리스크에 대한 대응력과 회복력을 높이며, 경제도약의 기회를 창출할 수 있도록 능동적인 경제안보와 에너지자원·과학기술 외교를 추진하였다.	economy	2023년도 국제정세와 외교활동	1	2		
2023-6	2023	6	기조절	다자무대에서 글로벌 중추국가 외교 적극 실천	정부는 최초의 포괄적 지역전략인 「자유, 평화, 번영의 인도-태평양 전략」을 통해 글로벌 중추국가로서의 기여 의지를 구체적으로 실천하기 위한 방안을 제시하였고, 규범 기반(…)국제질서 수호를 위해 우리의 국력과 위상에 걸맞은 역할을 하기 위한 노력을 꾸준히 경주하였다.	global-role	2023년도 국제정세와 외교활동	1	2		
2023-7	2023	7	기조절	글로벌 한민족 네트워크 강화	정부는 해외안전상황실·영사콜센터 운영을 통해 189개 재외공관과 함께 24시간 재외(…)국민 보호시스템을 가동하면서 관계기관·민간 등과의 재외국민 보호 협업체계 강화를 통해 해외 사건사고 및 위난상황 대응 체계 고도화 노력을 지속하였다.	overseas-koreans	2023년도 국제정세와 외교활동	1	2		
2024-1	2024	1	기조절	북핵·북한 문제 관련 국제공조 강화	북한이 핵·미사일 고도화를 지속하며 국제사회의 평화와 안정을 위협하는 상황 하에서, 우리 정부는 억제(deterrence), 단념(dissuasion), 대화·외교(dialogue/diplomacy)의 '3D 접근'을 통해 북한이 위협과 도발을 중단하고 비핵화의 길로 복귀하도록 유도하기 위한 전략적 환경 조성 노력을 일관되게 추진하였다.	peninsula	2024년도 국제정세와 외교활동	1	2		
2024-2	2024	2	기조절	한미동맹의 흔들림 없는 발전과 한일 파트너십의 심화	우리 외교·안보 정책의 핵심축인 한미동맹을 글로벌 포괄 전략동맹으로 강화하고, 안보, 경제, 첨단산업, 과학기술, 문화 등 모든 분야에서 양국간 협력을 심화·확대하기 위한 노력을 지속하였다.	neighbors	2024년도 국제정세와 외교활동	1	2		
2024-3	2024	3	기조절	중·러 등 여타 주변국 관계의 전략적 관리	3. 중·러 등 여타 주변국 관계의 전략적 관리	neighbors	2024년도 국제정세와 외교활동	1	2		heading-only
2024-4	2024	4	기조절	유사입장국과의 다층적 네트워크 확대·심화	나날이 심화되고 있는 강대국 간 전략경쟁과 국제질서의 불확실성 속에서 규범에 기반한 국제질서의 안정 및 강화를 위해 인태지역은 물론 NATO, EU, G7 등 유사입장국들과의 다층적인 소다자 네트워크를 확대·심화하였다.	regional	2024년도 국제정세와 외교활동	1	2		
2024-5	2024	5	기조절	글로벌 사우스와의 협력 증진	글로벌 사우스는 세계 인구의 절대다수를 차지할 뿐만 아니라 인구구조가 상대적으로 젊고, 경제성장률이 세계 평균보다 높으며, 핵심 자원을 풍부하게 보유하고 있어 국제사회에서 그 영향력이 갈수록 커지고 있다.	regional	2024년도 국제정세와 외교활동	1	2		
2024-6	2024	6	기조절	경제·안보 융합 시대에 걸맞은 경제외교 추진	미·중 전략경쟁 등으로 인해 경제와 안보의 경계가 허물어지고 있는 새로운 지정학적 환경 속에서 외교부는 안보와 경제, 기술을 모두 다루는 유일한 부처로서 공급망 다변화와 안정화, 그리고 원전·방산·인프라 수출·수주 확대를 위한 경제안보 외교와 세일즈 외교를 대폭 강화하였다.	economy	2024년도 국제정세와 외교활동	1	2		
2025-1	2025	1	기조절	국익 중심 실용외교 기반 구축	이러한 기조 하에서 정부는 첫째, 국익 기반의 전략적 파트너십을 확대해왔다.	capacity	2025년도 국제정세와 외교활동	1	2	22	
2025-2	2025	2	기조절	주변국 관계의 신속한 안정화	2025년은 한·미 양국의 신 정부가 출범한 해로, 우리 정부는 한미동맹을 미래형 포괄적 전략동맹으로 격상시켜 나가기 위해 그 어느 때보다 활발한 고위급 교류를 전개하였다.	neighbors	2025년도 국제정세와 외교활동	1	2	23	
2025-3	2025	3	기조절	외교다변화를 통한 전략적 지평 확장	3. 외교다변화를 통한 전략적 지평 확장	regional	2025년도 국제정세와 외교활동	1	2	25	heading-only
2025-4	2025	4	기조절	북핵문제 해결과 한반도 평화체제를 향한 실질적 진전	우리 정부는 한반도의 지속가능한 평화를 위해 북한의 체제를 존중하고, 어떠한 형태의 흡수통일도 추구하지 않으며, 일체의 적대행위를 할 뜻이 없음을 천명하였다.	peninsula	2025년도 국제정세와 외교활동	1	2	26	
2025-5	2025	5	기조절	경제외교 및 과학기술 역량 강화	기존의 국제 경제질서가 흔들리고 글로벌 공급망이 재편되는 상황에서 외교부는 대외 충격에 대한 효과적 대응 기반을 마련하고, 기업 체감형 경제외교를 구현하기 위해 노력하였다.	economy	2025년도 국제정세와 외교활동	1	2	26	
2025-6	2025	6	기조절	글로벌 책임강국 실현을 통한 국격 제고	정부는 2025년 G7 정상회의, 유엔총회, ASEAN 정상회의, G20 정상회의 참석과 APEC 정상회의의 성공적 개최 등 주요 다자회의 일정을 통해 국제사회에서 우리의 위상을 더욱 높여나갔다.	global-role	2025년도 국제정세와 외교활동	1	2	27	
2025-7	2025	7	기조절	촘촘한 재외국민 보호 및 권익 증진	해외위난 상황이 보다 복잡하고 다양해진 상황 속에서 정부는 재외국민의 생명과 재산을 보호하기 위하여 다양한 노력을 기울이고 있다.	overseas-koreans	2025년도 국제정세와 외교활동	1	2	28	
